Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Iran, Islamic Rep.",IRN,70.13719512,70.52165854,70.89843902,71.25385366,71.59363415,71.93070732,72.28363415,72.66321951,73.07309756,73.50919512,73.95619512,74.39460976,74.80282927,75.16541463,75.47819512,75.74263415,
Iraq,IRQ,69.17931707,69.09,68.94202439,68.75731707,68.56012195,68.38168293,68.25502439,68.19653659,68.21431707,68.31246341,68.48217073,68.70473171,68.9507561,69.19546341,69.42560976,69.63460976,
Iceland,ISL,79.65365854,80.6902439,80.50243902,80.96341463,80.99756098,81.50243902,81.15853659,81.45365854,81.6097561,81.75121951,81.89756098,82.35853659,82.91707317,82.06097561,82.86097561,82.86097561,
Israel,ISR,78.95365854,79.40731707,79.45121951,79.64878049,80.14634146,80.15121951,80.55365854,80.50487805,80.95121951,81.40487805,81.60243902,81.65609756,81.70487805,82.05609756,82.15365854,82.05121951,
Italy,ITA,79.77804878,80.12682927,80.22926829,79.98292683,80.7804878,80.78292683,81.28292683,81.43414634,81.48536585,81.63658537,82.03658537,82.18780488,82.23902439,82.6902439,83.0902439,83.4902439,
Jamaica,JAM,72.31317073,72.47695122,72.67502439,72.90292683,73.15560976,73.42802439,73.71512195,74.00878049,74.30043902,74.58253659,74.8464878,75.0852439,75.29982927,75.49026829,75.65853659,75.80668293,
Jordan,JOR,71.7797561,71.95636585,72.1324878,72.30460976,72.4737561,72.63890244,72.80156098,72.96219512,73.12229268,73.28085366,73.43839024,73.59390244,73.74690244,73.89692683,74.04495122,74.19102439,
Japan,JPN,81.07609756,81.41707317,81.56341463,81.76,82.0302439,81.92512195,82.32195122,82.50707317,82.58756098,82.93146341,82.84268293,82.59121951,83.09609756,83.33195122,83.58780488,83.84365854,
Kazakhstan,KAZ,65.51707317,65.76829268,65.96829268,65.86585366,65.88780488,65.9097561,66.16097561,66.50487805,67.02195122,68.42926829,68.29536585,68.98,69.61,70.45,71.62,72,
Kenya,KEN,51.74092683,51.98785366,52.5427561,53.3845122,54.47895122,55.78021951,57.22797561,58.73907317,60.22856098,61.63163415,62.88814634,63.96058537,64.85992683,65.60307317,66.19414634,66.64565854,
Kyrgyz Republic,KGZ,68.55853659,68.70731707,68.15609756,68.25609756,68.15365854,67.95609756,67.69512195,67.89512195,68.45121951,69.10243902,69.3,69.60243902,70.00243902,70.20243902,70.40243902,70.65121951,
Cambodia,KHM,58.35087805,59.24726829,60.1874878,61.13758537,62.07360976,62.96921951,63.80209756,64.56634146,65.2584878,65.87597561,66.41968293,66.89739024,67.32739024,67.72802439,68.1062439,68.47204878,
Kiribati,KIR,63.95068293,64.17312195,64.36646341,64.53073171,64.66990244,64.78697561,64.88841463,64.98070732,65.07239024,65.169,65.27756098,65.40265854,65.54385366,65.70017073,65.87060976,66.05219512,
St. Kitts and Nevis,KNA,,,71.33658537,,,,,,,,,,,,,,
"Korea, Rep.",KOR,75.83536585,76.34195122,76.83902439,77.2502439,77.84658537,78.43268293,78.96926829,79.3495122,79.83268293,80.29731707,80.55121951,80.96707317,81.21341463,81.70512195,82.15585366,82.15585366,
Kuwait,KWT,73.32370732,73.39585366,73.46404878,73.5297561,73.59597561,73.66514634,73.74121951,73.82514634,73.91887805,74.02143902,74.13285366,74.25165854,74.37441463,74.49868293,74.6234878,74.74682927,
Latin America & Caribbean (excluding high income),LAC,71.27607582,71.59847956,71.90451456,72.1952236,72.47454842,72.74393402,73.00611736,73.26252817,73.51496587,73.76332564,74.00789206,74.24702414,74.47922841,74.70349166,74.92018456,75.13039619,
Lao PDR,LAO,58.8797561,59.44982927,60.02541463,60.60202439,61.17712195,61.74421951,62.29773171,62.83365854,63.3484878,63.83868293,64.30329268,64.74031707,65.15378049,65.54719512,65.92263415,66.28404878,
Lebanon,LBN,74.43170732,74.92112195,75.41209756,75.89921951,76.375,76.82897561,77.25014634,77.6334878,77.97646341,78.27756098,78.53826829,78.76456098,78.96541463,79.15031707,79.32626829,79.4982439,
Liberia,LBR,52.40760976,52.52743902,52.7967561,53.30509756,54.06414634,55.03107317,56.11334146,57.18326829,58.14170732,58.95163415,59.6055122,60.12880488,60.58953659,61.04117073,61.5012439,61.98021951,
Libya,LBY,70.57253659,70.71678049,70.88553659,71.07485366,71.27680488,71.471,71.63107317,71.73865854,71.78695122,71.7805122,71.73697561,71.68334146,71.65007317,71.65909756,71.71939024,71.83039024,
St. Lucia,LCA,71.42353659,71.64280488,71.92436585,72.2537561,72.61809756,72.99563415,73.36214634,73.69995122,73.99673171,74.24614634,74.45065854,74.6217561,74.77865854,74.93773171,75.10436585,75.2835122,
Latin America & Caribbean,LCN,71.49048847,71.80863119,72.11244215,72.39844483,72.67156077,72.93461145,73.19071497,73.44009847,73.68192639,73.92526865,74.16438652,74.39995913,74.62757504,74.848883,75.06371707,75.27120874,
Least developed countries: UN classification,LDC,55.70534573,56.23174458,56.7910298,57.38256549,58.00044906,58.63727333,59.28447956,59.93060337,60.56390493,61.17491514,61.75359909,62.29236486,62.79193465,63.25377625,63.67757136,64.0646819,
